,Tweet
0,"RT @michaelcburgess: . @HouseGOP #CommitmenttoAmerica will rebuild the greatest economy in the world. First, by defeating this virus, and t…"
1,"Despite Speaker Pelosi blocking COVID-19 relief, President Trump just delivered the greatest period of economic growth in American HISTORY.

Just imagine what we could accomplish if we had a Speaker that actually put the American people first. https://t.co/wAXaDSRaxX"
2,"RT @RepJacobs: Holding China accountable for COVID-19 and manipulative behavior is a matter of national security.

I’m proud to cosponsor t…"
3,"Media that declares a winner of the presidential election before polling centers close will unquestionably disenfranchise Americans who have not yet voted.

I wrote a letter to the heads of major news orgs to request patience in calling a winner until all polling centers close. https://t.co/k2RtoK5YSs"
4,"RT @RepCarolMiller: Democrats have repeatedly held up crucial #COVID19 relief, most recently blocking a $500 billion relief package in the…"
5,Congrats to @NASAArmstrong and all those who helped make this important discovery! https://t.co/NjnnmED7nP
6,"RT @realDonaldTrump: Congratulations to Armenian Prime Minister Nikol Pashinyan and Azerbaijani President Ilham Aliyev, who just agreed to…"
7,"I know @RepDLesko—and America got to know her as she fought back Democrats' sham impeachment.

She's a strong woman who has overcome immense challenges to become a leader and role model in her community."
8,"RT @US_FDA: Today, we gave the first FDA approval for a #COVID19 treatment. The drug was approved for adults and children ages 12 and older…"
9,"RT @HSBCgop: The Paycheck Protection Program has helped millions of small businesses and their workers weather the pandemic.
 
@HouseGOP is…"
10,"RT @RepDonBacon: I’m committed to working across the aisle to pass bipartisan #COVID legislation, but @SpeakerPelosi continues to block dir…"
11,"RT @JudgeCarter: Our #CommitmentToAmerica 
➡️ Restore our way of life by defeating COVID-19
➡️ Rebuild the greatest economy with low taxes…"
12,RT @HouseCommerce: House Republicans are working to hold China accountable for #COVID19 &amp; for their efforts to become the world’s top econo…
13,"RT @RepBradWenstrup: BIG PICTURE: #OperationWarpSpeed is working! 

We've developed effective therapeutics to treat many COVID-19 patients,…"
14,"Here's what Republicans will do in the majority next year: 
⦿ Defeat the virus
⦿ Fund the police
⦿ End dependence on China
And so much more...America's best days are still to come! 🇺🇸 https://t.co/aDwsLL1UTC"
