,Tweet
0,"""Trump said news coverage of COVID-19, which he has described as an attempt to hurt his campaign, should be 'an election law violation.'”

This washed-up reality TV star has lost touch with reality. https://t.co/BbrkeaBDD6"
1,RT @SFBART: Thanks to @RepSwalwell for stopping by our Union City BART testing site. The site is open until 4 pm today and 9am-4pm this Thu…
2,I eagerly wait for this update every day. This has been a good week. Keep it up Bay Area! #CrushCovid https://t.co/u6TiOEdHe0
3,"Like an insecure high-school bully taunting the ""nerds"" who get better grades and have brighter futures, Trump can't stand anyone who's smarter and more trusted than him (meaning he can't stand most people). https://t.co/J43mDcsUYI"
4,Students need #COVID19 relief immediately. This mishandled pandemic must not crush an entire generation's future. https://t.co/QwdXEB96wa
5,"RT @MichaelsFly: Thank you everyone for the thoughts and prayers. 

I will be getting covid tested tomorrow, fingers crossed!"
6,"When our troops come home without limbs, @realDonaldTrump calls them losers. When our troops die for our country, @realDonaldTrump calls them suckers. And when our troops perform their duties at the maskless @WhiteHouse, @realDonaldTrump calls them spreaders. Keep it classy. https://t.co/VkD1MuqcCv"
7,@crampell Who wants to tell him?
8,"Here’s the bottom line: @realDonaldTrump couldn’t stop the virus from coming, couldn’t save Americans from dying, and couldn’t re-start our recovery. Like every President, he was tested. Unlike almost all, he failed you. https://t.co/7JefQRYh0Y"
9,The President of the United States knowingly spread Covid. Period. We are living through a murderous presidency. https://t.co/EA85gXbrDF
10,The President’s campaign is pro-Covid. This gathering is Level 10 irresponsible. We are in flu season. There are no masks here. And their candidate is in the hospital with an Army of doctors helping him beat the virus. We are being failed as a country. https://t.co/AVmUgCESDf
11,"RT @thereidout: .@RepSwalwell says it's ""important"" that Trump demonstrates that he's ""healthy and able"" every day.

But if he's not, ""util…"
12,Wishing @POTUS &amp; @FLOTUS a speedy recovery. Let’s all wear masks and keep our distance to protect each other.
13,"I and @RepMcCaul today introduced the Homicide Victims’ Families Rights Act of 2020. With this bill, families will finally be granted the chance to have their loved ones’ cases reviewed, and to get some justice and closure. https://t.co/PErbxUrPUU"
14,Why don’t you figure out how to get Americans Covid tested first. https://t.co/6vi8wjbk71
15,Imagine if @realDonaldTrump’s Operation Warp Speed was to defeat the #CoronaVirus rather than to ram through a #SCOTUS justice who will defeat the Affordable Care Act. #ProtectOurCare
16,We lost a force for equality in #RBG. She inspired millions of little girls. Many who don’t even know it yet. 📷: @JulieNBCNews https://t.co/urUxdIWMCD
17,"RT @BillKristol: Mark Meadows: College drop out who falsely claimed in his House bio to have a B.A., also fined in in a separate matter by…"
18,"200,000 lives lost. This is a tragedy unlike anything our nation has ever seen, and this extraordinary loss is on the Trump administration. The COVID-19 Pandemic is not over. https://t.co/h8lvMTyVFR"
19,Why does the makeup of the #SupremeCourt matter? It’s not red team versus blue team and who is ahead in that count. It’s about your health. The Court will decide shortly whether you should (again) be charged more for pre-existing conditions or not. That’s what’s on the line.
20,"RT @sfpelosi: The west is on fire. The south is under storms. 203,000 Americans are dead from covid19 and 6 million more are infected. We m…"
21,Wishing all who celebrate in #CA15 and beyond a sweet and healthy #RoshHashanah! Here’s to a happy new year! L’Shana Tova! https://t.co/zKt1wYGVIx
22,@BCDreyer Ha. It’s Twitter. Who cares. But he premised his post on his grammar superiority.
23,I cannot wait for a vaccine. The #TrumpVirus has been hell. https://t.co/3Qx6pDRmS1
24,"RT @ASP: As Congressional negotiations on #COVID19 relief continue, @RepSwalwell urges the Senate and President to revisit the #HeroesAct,…"
25,"RT @ACLU: Thank you for your leadership, @RepNadler. No one should be forced to choose between a healthy pregnancy or their job. 

We urge…"
26,Guy who has never tried a jury trial in his life smears thousands of prosecutors who stand before juries every day. https://t.co/mCnEW8i8WF
27,"We are wearing purple to support National #RecoveryMonth. Together we can #EndTheStigma of substance use and mental health disorders. Treatment is available, and recovery is possible. Reach out to 1-800-662-HELP if you or a loved one are in need of assistance. You are not alone. https://t.co/yR2dqRiaYH"
28,"RT @crampell: Trump's response was instead to ramble about covid, because he didn't listen to the questioner when she said her recently-nat…"
29,"If only @realDonaldTrump had just shot someone in the middle of 5th avenue. Instead, he’s immobilized the Covid response of the greatest country in the world and now 200,000 Americans are dead. #TrumpLiedAmericansDied"
30,"RT @jaketapper: CNN: The two LA County Sheriff’s Deputies who were shot and injured Saturday night are out of surgery, according to a LACSD…"
31,I am pulling for both wounded deputies. And my heart and wishes are with the deputies’ families. May the law enforcement officers who pursue the shooter be safe and bring justice. https://t.co/5jRbJPmHnm
32,RT @FOX40: POINT/COUNTERPOINT:  How significant is @realbobwoodward’s recording of @realdonaldtrump admitting to downplaying COVID-19? @tom…
33,"RT @DeadlineWH: ""You have no leader in the White House who has an instinct to want to unite at a time of crisis. Instead, you have a presid…"
34,"9/11 is a day we will never forget. Our nation lost 2,977  in the attacks which continue to impact the health and lives of our brave first responders. Today, as we commemorate the irreplaceable losses we experienced, let us pray and work towards a more peaceful future. https://t.co/bbZrgItOT6"
35,"Today: 6.3 million Americans have confirmed cases and more than 190,000 Americans have DIED. 

These cases - these deaths could have been prevented if the President had done his job.

#TrumpLiedPeopleDied 

*THREAD 3/3*"
36,"Have you spent so much time at the dump that you can’t smell the trash anymore? You know what stinks to most Americans? 

Jan. 28: Trump’s National Security Adviser told him the coronavirus pandemic would be the “biggest national security threat” of his presidency. 

*THREAD 1/3* https://t.co/NZa6ZTO0DF"
37,#WearADamnMask #GetAFluShot https://t.co/UggfKbqvNH
38,"One day we’ll tell our kids we lived through a conspiracy where Fox News teamed up with @TheAtlantic to make up a story that @realDonaldTrump is disgusted by our troops. And then, to put a cherry on top, Bob Woodward spoofed Trump’s voice to admit Trump purposely downplayed Covid"
39,RT @danielsgoldman: And whom did those lies benefit?
40,"RT @jaketapper: Good luck students, teachers, parents, administrators and support staff. It’s awful having to deal with COVID19 and school.…"
41,"Yes, when polled, a “Mr. Covid” gave you very high marks. https://t.co/lb75FvJAMW"
42,"186,000 Americans dead.
6.15 million Americans infected.
Tens of millions of American families struggling to get by.
Zero @GOP action on COVID relief.

Take your fake outrage elsewhere. #ButHerHair https://t.co/OHRJWTtG6u"
43,I believe @realDonaldTrump’s mental and physical health issues should be off limits. https://t.co/YwWuY8jBU2
