,Tweet
0,"A mask mandate, at the national, state, or local level, will only build resentment between public health officials and the people. 

Folks want to make this decision for themselves."
1,"RT @NextRevFNC: AND WE’RE LIVE! @SaraCarterDC, @RepMattGaetz, @KSoltisAnderson and @robertcobrien join @SteveHiltonx! Who’s watching #NextR…"
2,"Why are Democrats so insistent on having mail-in ballots sent to people who haven't asked for them? 

They want to create a universe of ballots that haven't been voted, may still be counted in the future, and can be harvested to get results they desire.

https://t.co/LkcH8csbl3"
3,"If there are members of Congress who want to reject lobbyists, special interests, and PACs, I don’t care what party you’re from, I’m with you in that fight."
4,"We need more members in congress who are willing to stand up to Big Tech and stop taking their PAC donations.

Thank you @RepGregSteube for joining me in refusing their money! 

https://t.co/I0duJuivpB"
5,"Hunter Biden’s lawyer refused to comment on the specifics but instead attacked Giuliani.

“He has been pushing widely discredited conspiracy theories about the Biden family, openly relying on actors tied to Russian intelligence,” the lawyer, George R. Mesires, said of Giuliani."
6,"The message had the subject line “urgent issue” and was also sent to Hunter Biden’s business partner, Devon Archer, who also sat on the Burisma board at the time. https://t.co/Sxw4D2QRhU"
7,"The customer who brought in the water-damaged MacBook Pro for repair never paid for the service or retrieved it or a hard drive on which its contents were stored, according to the shop owner, who said he tried repeatedly to contact the client."
8,"Other material extracted from the computer includes a raunchy, 12-minute video that appears to show Hunter, who’s admitted struggling with addiction problems, smoking crack while engaged in a sex act with an unidentified woman, as well as numerous other sexually explicit images."
9,"History should judge harshly the Republicans who stood in the way of President @realDonaldTrump's warriors trying to expose the lies, crimes, and criminals of the Russia Hoax. @TheNatPulse 

https://t.co/VNzsnWmqjM"
10,America will defeat COVID-19 just like President @realDonaldTrump did!
11,"Democrats are desperately seeking new ways to stand between President @realDonaldTrump and the voters who elected him.

It's not about serving the people. 

It's all about power.

https://t.co/7yNRoXoK80"
12,"Whether people like or dislike President @realDonaldTrump, they can see from the debates that he is a person who is in command. 

He's fighting for the American people and our nation's prosperity. https://t.co/MfIp4kgIaf"
13,"None of the rioters who threatened the McCloskeys have been indicted. 

But the McCloskeys have been indicted for protecting themselves from the mob. #DoubleStandard #GaetzTakes 

https://t.co/C8ymEGYUiR https://t.co/aSSdvD0RoE"
14,"Why aren't the rioters who threatened the McCloskeys being charged? 

Justice should be on the side of those who are protecting their lives from the mob. https://t.co/rKO7YSqqYT"
15,"Democrats have used the COVID-19 pandemic as an excuse to create an electoral advantage for themselves. @FreedomWorks 

https://t.co/FtrTMzUsR3"
16,"If this virus can get into the Oval, there is no place where it could not possibly infect one of our fellow Americans.

We can protect the vulnerable, but we must live our lives.

No lockdown can save everyone from everything."
17,There is no lockdown that can be a panacea to save everyone from everything.
18,"President Trump won't have to recover from COVID. 

COVID will have to recover from President Trump. #MAGA"
19,"The answer to COVID is not to shut down, hide under the bed, and just hope the virus won't ever find us.

We should live our lives, protect the vulnerable, and recognize the critical importance of making progress on therapeutics to become more survivable against COVID-19. https://t.co/hOPJ1Q5TiE"
20,"TONIGHT: I'll be joining @TuckerCarlson on @FoxNews at 8:35pm ET/7:35pm CT to respond to the latest news of President @realDonaldTrump's COVID-19 diagnosis. 

Get well soon, Mr. President! 

https://t.co/g3TOyCLrxX"
21,"There is no doubt Hunter Biden was getting paid by a woman connected to the oligarch system in Russia, and we don’t know why. 

And yet, these are the people who said @realDonaldTrump was ""an agent of the Russian government"" for three years...

https://t.co/t8amQRRzy2"
22,"Democrats are trying to create a period of uncertainty after the 2020 election.

The longer that period lasts, the greater the window of opportunity for them to try and transition power in the absence of a mandate from the voters who show up on election day. https://t.co/03VKz6mPVV"
23,Obamacare is not the best way to care for Americans during a pandemic. https://t.co/NgnIPHdPJJ
24,"COMING UP: I'll be on @foxandfriends to discuss President @realDonaldTrump's Supreme Court pick, how Florida is moving forward with the COVID reopening process, and more. TUNE IN to @FoxNews at 7:10am ET/6:10am CT"
25,"Would ""never Trump"" Republicans have preferred @HillaryClinton make these Supreme Court nominations? 

It's vindicating for those of us who support President @realDonaldTrump to see the bold way he's reshaped the court for a generation. https://t.co/Uxrnx1N3lP"
26,"RT @WarRoomPandemic: .@RepMattGaetz: Is it too much to ask for American Big Tech companies to actually love America?

They want to control…"
27,"RT @WarRoomPandemic: .@RepMattGaetz: With actual election interference targeted at millions of #Florida voters, our AG needs to direct our…"
28,"RT @WarRoomPandemic: LIVE 10AM-12PM ET: #WarRoomPandemic with Steve Bannon, @RaheemKassam &amp; @JackMaxey1 

Special guest @RepMattGaetz joins…"
29,The lockdowns have likely impacted a lot more Americans than even COVID-19 has. https://t.co/RhBtuFPl3Q
30,"If Dems spent half the time legislating that they spend investigating, Americans would have better roads, cleaner air, and better health care.

But it isn’t about the American people to the radical Left—it is about power and power at all costs. @amconmag

https://t.co/tGHVuUQews"
31,".@SenatorCollins and @lisamurkowski are rejecting the duties they have as Senators.

If they are unwilling to do their job and vote on who the president nominates to the Supreme Court, they should not have the privilege of continuing to serve in the Senate. https://t.co/CLv73SPbdH"
32,".@SenatorCollins and @lisamurkowski are rejecting the constitutional duties they have as Senators.

If they are unwilling to do their job and vote on who the president nominates to the Supreme Court, they should not have the privilege of continuing to serve in the Senate."
33,"Republicans have the power. We ought to use it.

The argument that Dems, socialists, and apparently Collins and Murkowski are making is, in the fourth quarter of a basketball game, everyone should pause to determine who's going to be the coach next season.
https://t.co/MVzMzJ9GHj"
34,Who fact-checks the fact-checkers?
35,RT @GovRonDeSantis: Thank you to Florida’s first responders who are doing a great job responding to Hurricane #Sally. As I told @BillHemmer…
36,RT @VanityFair: Matt Gaetz is a new type of Washington character who lives by his own set of rules https://t.co/sSyqMu4dyd
37,"TONIGHT: I'll be on @NextRevFNC to talk about President @realDonaldTrump's response to COVID-19, the historic deal between Israel and the Kingdom of Bahrain, Dems' failed leadership in liberal states, and more.

TUNE IN to @FoxNews at 9:00pm ET/8:00pm CT https://t.co/DBMe9eWFjq"
38,"President @realDonaldTrump is leading America through the COVID-19 pandemic. 

Democrats should take notes. https://t.co/5FIbI5WDK9"
39,The lockdowns and the riots are connected. https://t.co/gmoOiDreTB
40,"The passengers of United 93 did the most American of things: they took a vote.

They pledged allegiance to one another just as we pledge allegiance when we stand for the flag or the anthem.

We do these things together because we know how hard they were won by those who lost all."
41,"President @realDonaldTrump had a well-executed, focused plan to handle COVID-19. https://t.co/52L9hYisvv"
42,A great nation cannot respond to a pandemic by panicking or hiding in a basement.
43,"TONIGHT: I'll be on @seanhannity to talk about how President @realDonaldTrump acted early to protect the United States from COVID-19 and saved American lives. 

TUNE IN to @FoxNews at 9:05pm ET/8:05pm CT"
44,"Too many in DC say they're coming to drain the swamp but then they turn it into their own personal mud bath.

With President Trump, we have the opportunity to liberate ourselves from the special interests who seem to be in charge, oftentimes, no matter which party wins elections. https://t.co/wicaYvRAFL"
45,This is an enormous victory for all Floridians who can now rest assured that their homes and livelihood are safe from the disastrous consequences of offshore oil drilling. (4/4)
46,"Who later in our future will cancel us if we have the nerve to cancel heroes like George Washington and Thomas Jefferson?

Our founders were not perfect, but neither are a lot of people serving in congress today!

We have to try to make a more perfect union with imperfect people."
47,"Democrats want to bolster the phony threat of Russia and diminish the real threat China poses to the United States.

We need a President like @realDonaldTrump who isn't afraid to stand up to China and fight for America. https://t.co/2vsQaGwR5n"
48,"Our founding fathers were not perfect...but neither are a lot of the people serving in congress today!

Who later in our future will come to cancel us if we have the nerve to cancel George Washington and Thomas Jefferson?

https://t.co/ZWdWMO1zzi https://t.co/SMYVD07Opc"
49,"My district is filled with heroes like Don McCollum, who served in WWII and witnessed the surrender of Japanese forces 75 years ago.

On #VJDay, we remember the service and sacrifice of all Americans who defended our nation during WWII.

https://t.co/wBpbGVG6jY"
50,"A true indictment of the lockdowns ⬇️

""Revolver Exclusive Study: COVID-19 Lockdowns Over 10 Times More Deadly Than Pandemic Itself""

https://t.co/X538W5gY9G"
51,"Democrats want to scare the American people about Russia when we know the real threat the United States faces is from China. 

We need a President like @realDonaldTrump who is willing to confront China. https://t.co/FtdPY5xIO8"
52,"A government so weak it can’t protect people who simply want to walk home but so strong it can make operating a business or opening a school illegal?

That's the Democrats' vision for America. https://t.co/5ObF1GpsON"
53,"The mob wants to destroy America.

We need PATRIOTS who will defend her."
54,"The @splcenter thinks @AmericanFamAssc, @FRCdc, and @SecretaryCarson are ""extremists.""

Why does @amazon place its confidence in an organization that labels Christian doctrine as hate? 

https://t.co/wmCvaZ1Gol"
55,"America wants to stay safe. When the radical left attacks law enforcement, it's not appealing to Americans who value their security and prosperity. 

https://t.co/KKMh1KU0gw https://t.co/zkK0nR5JsY"
56,"Seems a bit odd to me that the thing we're yanking everyone back to Washington for is the post office and the post office alone. 

There's a lot of bipartisan support for more COVID-19 stimulus. We should be taking votes on relief to the American people. (via @KellieMeyerNews) https://t.co/qlvPqnuoZX"
