,Tweet
0,"RT @NDDOH: COVID-19 Daily Report, October 30:
• 11.7% rolling 14-day positivity
• 1,357 new positives
• 11,217 susceptible test encounters…"
1,"RT @NDDOH: COVID-19 Daily Report, October 29:
• 11.5% rolling 14-day positivity
• 1,222 new positives
• 7,822 susceptible test encounters
•…"
2,"RT @NDDOH: COVID-19 Daily Report, October 28:
• 11.1% rolling 14-day positivity
• 781 new positives
• 7,626 susceptible test encounters
• 1…"
3,"RT @NDDOH: COVID-19 Daily Report, October 27:
• 10.9% rolling 14-day positivity
• 896 new positives
• 6,044 susceptible test encounters
• 1…"
4,"RT @NDDOH: COVID-19 Daily Report, October 26:
• 10.6% rolling 14-day positivity
• 527 new positives
• 6,365 susceptible test encounters
• 1…"
5,"RT @NDDOH: COVID-19 Daily Report, October 24:
• 10.6% rolling 14-day positivity
• 936 new positives
• 7,403 susceptible test encounters
• 1…"
6,"RT @NDDOH: COVID-19 Daily Report, October 23:
• 10.1% rolling 14-day positivity
• 886 new positives
• 8,072 susceptible test encounters
• 1…"
7,"RT @NDDOH: COVID-19 Daily Report, October 21:
• 9.6% rolling 14-day positivity
• 516 new positives
• 6,176 susceptible test encounters
• 15…"
8,"RT @NDDOH: COVID-19 Daily Report, October 20:
• 9.5% rolling 14-day positivity
• 1,036 new positives
• 5,265 susceptible test encounters
•…"
9,"RT @NDDOH: COVID-19 Daily Report, October 19:
• 8.9% rolling 14-day positivity
• 662 new positives
• 8,103 susceptible test encounters
• 15…"
10,"RT @NDDOH: COVID-19 Daily Report, October 17:
• 8.7% rolling 14-day positivity
• 10.5% daily positivity
• 760 new positives
• 7,241 suscept…"
11,"RT @NDDOH: COVID-19 Daily Report, October 16:
• 8.5% rolling 14-day positivity
• 10.0% daily positivity
• 877 new positives
• 8,761 suscept…"
12,"RT @NDDOH: COVID-19 Daily Report, October 15:
• 8.2% rolling 14-day positivity
• 10.5% daily positivity
• 705 new positives
• 6,746 suscept…"
13,"RT @NDDOH: October 14th, 2020 COVID-19 Press Conference - ND Joint Information Center https://t.co/PlUIiCvQHa"
14,"RT @NDDOH: COVID-19 Daily Report, October 6:
• 7.3% rolling 14-day positivity
• 8.7% daily positivity
• 503 new positives
• 5,788 susceptib…"
15,"RT @NDDOH: COVID-19 Daily Report, October 3:
• 7.3% rolling 14-day positivity
• 7.5% daily positivity
• 443 new positives
• 5,942 susceptib…"
16,"RT @GOPLeader: 68 days ago, Speaker Pelosi promised that Congress wouldn't go home until there was a bipartisan deal to provide COVID relie…"
17,"RT @NDDOH: COVID-19 Daily Report, October 2:
• 7.2% rolling 14-day positivity
• 6.6% daily positivity
• 477 new positives
• 7,255 susceptib…"
18,RT @GOPLeader: Pay attention to who votes for this bill tonight—It would hand out taxpayer-funded checks to illegal immigrants while removi…
19,"RT @NDDOH: October 1st, 2020 COVID-19 Press Conference - ND Joint Information Center https://t.co/09g3lueLf4"
20,"RT @Jim_Jordan: There’s not one person on the planet who really believes that there was no political bias during Crossfire Hurricane. 

Wel…"
21,"RT @NDDOH: COVID-19 Daily Report, September 28:
• 6.7% rolling 14-day positivity
• 6.7% daily positivity
• 260 new positives
• 3,867 suscep…"
22,"RT @NDDOH: COVID-19 Daily Report, September 24:
• 6.4% rolling 14-day positivity
• 8.0% daily positivity
• 436 new positives
• 5,470 suscep…"
23,"RT @NDDOH: COVID-19 Daily Report, September 24:
• 6.2% rolling 14-day positivity
• 7.1% daily positivity
• 471 new positives
• 6,643 suscep…"
24,"RT @NDDOH: COVID-19 Daily Report, September 23:
• 5.8% rolling 14-day positivity
• 6.8% daily positivity
• 475 new positives
• 5,743 suscep…"
25,"RT @NDDOH: COVID-19 Daily Report, September 20:
• 5.8% rolling 14-day positivity
• 6.1% daily positivity
• 352 new positives
• 5,743 suscep…"
26,"RT @NDDOH: COVID-19 Daily Report, September 18:
• 5.8% rolling 14-day positivity
• 5.2% daily positivity
• 508 new positives
• 9,730 suscep…"
27,"Today we remember the brave men and women who made the ultimate sacrifice, but have yet to return home. It’s a reminder that each day we take a breath is another day we can work towards bringing each of them home, where they may rest in peace. https://t.co/gFy609XwKG"
28,"@USDA just announced they will accept Coronavirus Food Assistance Program (CFAP-2) applications from September 21 through December 11, 2020. Learn more at https://t.co/SPfrXNFLeh https://t.co/OOzGwQrxCK"
29,"RT @NDDOH: COVID-19 Daily Report, September 17:
• 5.8% rolling 14-day positivity
• 6.1% daily positivity
• 394 new positives
• 6,448 suscep…"
30,"RT @GOPLeader: Republicans will RESTORE our way of life by ⤵️
👩‍🔬 Defeating the virus and keeping America healthy
👮 Supporting our police a…"
31,"RT @NDDOH: COVID-19 Daily Report, September 16:
• 5.8% rolling 14-day positivity
• 5.4% daily positivity
• 269 new positives
• 5,027 suscep…"
32,"RT @NDDOH: September 14th, 2020 COVID-19 Press Conference - ND Joint Information Center https://t.co/kotyggrFK4"
33,"RT @NDDOH: COVID-19 Daily Report, September 13:
• 8,505 tests (2,292 🆕🚻)
• 15,577 positives (⬆️ 431)
• 12,655 recovered (⬆️ 205)
• 168 deat…"
34,RT @GOPLeader: Read this thread. And then please join me in praying for a complete recovery for these two Sherrif Deputies who were ambushe…
35,"RT @NDDOH: COVID-19 Daily Report, September 11:
• 5,795 tests (1,391 🆕🚻)
• 14,684 positives (⬆️ 244)
• 11,930 recovered (⬆️ 247)
• 164 deat…"
36,"Our lives as Americans were forever changed on that dark day nineteen years ago. Today we honor the heroes who gave their lives, the innocent victims, and those who continue to be affected by the tragic events of 9/11.

We will never forget. https://t.co/hyZIqDRAEG"
37,"RT @NDDOH: COVID-19 Daily Report, September 10:
• 6,358 tests (1,739 🆕🚻)
• 14,443 positives (⬆️ 337)
• 11,930 recovered (⬆️ 197)
• 160 deat…"
38,"RT @NDDOH: COVID-19 Daily Report, September 9:
• 3,167 tests (1,134 🆕🚻)
• 14,110 positives (⬆️ 239)
• 11,733 recovered (⬆️ 281)
• 157 death…"
39,"RT @NDDOH: COVID-19 Daily Report, September 8:
• 1,431 tests (454 🆕🚻)
• 13,872 positives (⬆️ 75)
• 11,452 recovered (⬆️ 372)
• 156 deaths (…"
40,"RT @NDDOH: COVID-19 Daily Report, September 4:
• 6,713 tests (2,075 🆕🚻)
• 12,973 positives (⬆️ 343)
• 10,310 recovered (⬆️ 259)
• 150 death…"
41,"RT @NDDOH: September 3rd, 2020 COVID-19 Press Conference - ND Joint Information Center https://t.co/9itWPlOQJo"
42,"RT @NDDOH: COVID-19 Daily Report, September 3:
• 6,544 tests (1,989 🆕🚻)
• 12,629 positives (⬆️ 360)
• 10,051 recovered (⬆️ 217)
• 150 death…"
43,"RT @WaysandMeansGOP: Each time Congress works on #COVID19 legislation, Pelosi ALWAYS holds it up for her leftist wishlist.

Even her Democr…"
44,RT @GOPLeader: The Speaker of the House is demanding an apology from a salon owner—a single mom—who has been forced to shut down her busine…
45,"Operation Warp Speed is the federal government and the private sector’s historic cooperation and effort to develop 300 million doses of a safe, effective COVID-19 vaccine by January 2021. https://t.co/L8KlwSupPr"
46,"RT @NDDOH: COVID-19 Daily Report, September 2:
• 5,786 tests (1,881 🆕🚻)
• 12,267 positives (⬆️ 265)
• 9,834 recovered (⬆️ 224)
• 148 deaths…"
47,"RT @GOPLeader: Americans have shuttered businesses, complied with local orders, and sacrificed everything to defeat the virus.

But Nancy P…"
48,"Stopped by Napoleon to discuss infrastructure, the ongoing response to COVID-19, and schools being back in session. I also talked about my letter of support for @USACEHQ funding for the city’s sewer project. https://t.co/e9SvntlrqF"
49,"Great conversation in Wishek with city leaders, the sheriff, &amp; hospital administrators. Thank you all for meeting with me &amp; sharing your concerns.

Of course, you can’t stop in Wishek without stopping at Stan’s Supermarket to stock up on their world famous Wishek sausage! https://t.co/LC6AmfjxEc"
50,"RT @NDDOH: COVID-19 Daily Report, September 1:
• 2,493 tests (904 🆕🚻)
• 12,000 positives (⬆️ 191)
• 9,610 recovered (⬆️ 315)
• 145 deaths (…"
51,Read the entire report from Republican Whip @SteveScalise and the Select Subcommittee on the Coronavirus Crisis @SelectGOP here: https://t.co/8K3VBbFnqo
52,"Together with @SenJohnHoeven &amp; @SenKevinCramer, I wholeheartedly support Gov. Burgum's request for a presidential major disaster declaration for the severe weather earlier this summer. The damage was significant, and our communities need additional resources to rebuild. https://t.co/dLABWaxcEY"
53,"Wrapping up the day in central North Dakota with a visit in Carrington with local leaders. On the agenda:

👨‍🚒👩‍⚕️ The importance of essential and frontline workers 
🌾 An update on crops
🦠 The ongoing response to COVID-19 https://t.co/MfdnBryD3s"
54,RT @GOPoversight: .@RepJamesComer: Democrats’ latest antics are part of a pattern to promote a baseless conspiracy theory. Instead of allow…
55,"📍 Turtle Lake, North Dakota
📋 Importance of the post office to rural communities &amp; the school district’s response to COVID-19
🚻 City leaders and Turtle Lake-Mercer school district officials https://t.co/DF5cvKbjBc"
56,"RT @HouseGOP: Nancy Pelosi and House Democrats continues to hold common sense, bipartisan coronavirus relief hostage while American familie…"
57,"RT @NDDOH: COVID-19 Daily Report, August 31:
• 1,920 tests (741 🆕🚻)
• 11,816 positives (⬆️ 114)
• 9,295 recovered (⬆️ 216)
• 143 deaths (⬆️…"
58,"RT @NDDOH: COVID-19 Daily Report, August 29:
• 3,779 tests (1,456 🆕🚻)
• 11,702 positives (⬆️ 219)
• 9,079 recovered (⬆️ 61)
• 142 deaths (…"
59,RT @DougBurgum: Dr. Deborah Birx has been a valuable partner in the battle against COVID-19. We're grateful for today's discussion on ND's…
60,"RT @NDDOH: COVID-19 Daily Report, August 28:
• 7,885 tests (1,437 🆕🚻)
• 11,110 positives (⬆️ 314)
• 8,808 recovered (⬆️ 142)
• 139 deaths (…"
61,"Thank you to @GrandForksCity Mayor Brandon Bochenski for meeting with me this morning to discuss the CARES Act, the city’s ongoing response to COVID-19, and @UofNorthDakota’s fall semester beginning. https://t.co/utUoFxc2aD"
62,Anybody who thinks they are going to intimidate @BrianMastFL with an iPhone or a megaphone should probably do some research. He’s a class act and an actual war hero. https://t.co/dYEY6dZmFu
63,"RT @NDDOH: COVID-19 Daily Report, August 27:
• 6,972 tests (1,441 🆕🚻)
• 10,800 positives (⬆️ 337)
• 8,666 recovered (⬆️ 121)
• 139 deaths (…"
64,"RT @GOPLeader: America loses nearly 20 veterans a day to suicide.

To combat this epidemic, the Senate unanimously passed the Veterans Ment…"
65,"RT @GOPoversight: Democrats’ latest conspiracy theory is not about money for the Postal Service, it’s about politics in an election year.…"
66,RT @DougBurgum: Today's COVID-19 press briefing will begin soon. Watch live below.
67,"RT @NDDOH: COVID-19 Daily Report, August 26:
• 4,446 tests (1,519 🆕🚻)
• 10,467 positives (⬆️ 238)
• 8,545 recovered (⬆️ 135)
• 138 deaths (…"
68,"September is #NationalSuicideAwarenessMonth. Our veterans are especially vulnerable, with 17 committing suicide every day. That's why @fargovahcs is offering 5 training sessions next month about how to help if you encounter a veteran who is in suicidal crisis. Public welcome. https://t.co/WzGJibzwDP"
69,"The 19th Amendment guaranteeing women the right to vote was officially adopted into the Constitution on this day 100 years ago. As we mark this centennial, click here read more about some of the remarkable women who made the 19th Amendment possible: https://t.co/zw4DQDgJe0. https://t.co/XX6KP2Es4T"
70,"RT @NDDOH: COVID-19 Daily Report, August 25:
• 3,173 tests (1,581 🆕🚻)
• 10,229 positives (⬆️ 234)
• 8,410 recovered (⬆️ 204)
• 138 deaths (…"
71,"And now is a good time to congratulate Alisha Deegan, who was just appointed by @NatlParkService to be the new Superintendent of the Knife River Indian Village National Historic Site in Stanton. Congrats, Alisha! 

Learn more about this historic site: https://t.co/lIgpxmXYfu https://t.co/1NF89jhQKh"
72,RT @GOPoversight: The Democratic Party is using their @USPS conspiracy as a fundraising tool. They don't care about making sure the agency…
73,"If you have recovered from COVID-19, please consider donating plasma to support this treatment for current patients with the virus. https://t.co/e3Xr2mi6jb"
74,"RT @NDDOH: COVID-19 Daily Report, August 24:
• 2,584 tests (1,133 🆕🚻)
• 10,000 positives (⬆️ 127)
• 8,206 recovered (⬆️ 142)
• 137 deaths (…"
75,RT @NDDOH: Looking for a place to get a COVID-19 test? All through the upcoming week there are testing sites scheduled across the state for…
76,"Anybody who's been paying attention knows that the post office problems are chronic, but the Democrats' last hearing on this issue was April 2019. Why haven’t we been having hearings in Oversight for the last two years on this? 

This is completely and utterly political theater. https://t.co/KNqFai7eWB"
77,"RT @GOPLeader: Democrats are wasting taxpayer time on a postal conspiracy theory, but they just blocked three bills to provide funding for:…"
78,"RT @NDDOH: COVID-19 Daily Report, August 21:
• 7,033 tests (2,225 🆕🚻)
• 9,474 positives (⬆️ 232)
• 7,841 recovered (⬆️ 84)
• 132 deaths (⬆️…"
79,"Finished the day meeting with Mayor Dwight Flygare and constituents from around the area at the Kenmare fire station. As a former firefighter, I know full well the challenges faced by small town/rural fire departments. Thanks to everyone who joined me! https://t.co/3nkhMlDXNW"
80,"In Stanley to meet with city and county officials. On the agenda:

🚚🛣 Highway transportation bill
🏗 🚧 Infrastructure for rural communities
🩺🦠COVID-19 response https://t.co/XMQ2v6RTqX"
81,"RT @NDDOH: COVID-19 Daily Report, August 20:
• 7,738 tests (2,488 🆕🚻)
• 9,242 positives (⬆️ 274)
• 7,718 recovered (⬆️ 68)
• 130 deaths (⬆️…"
82,Held a Coffee with Kelly and gave an update to Williston city and county leaders on my work to support the state &amp; local response to #COVID19 and my efforts to educate my colleagues about how ND communities like Williston feed and fuel the world. Thank you to all who made it out! https://t.co/rhpFIPVSMO
83,RT @RepJamesComer: The baseless #USPS conspiracy theories coming from @SpeakerPelosi &amp; @OversightDems have crossed a dangerous line. Postal…
84,"RT @GOPLeader: Dear Speaker Pelosi:

Stop promoting irresponsible and baseless conspiracy theories about the Postal Service for political g…"
85,"RT @NDDOH: August 19th, 2020 COVID-19 Press Conference - ND Joint Information Center https://t.co/fr7ZYccNpU"
86,"Spoke to Beach Mayor Henry Gerving and Sentinel Butte Mayor Jason Lee this morning about the federal, state &amp; local response to #COVID19, rural development grants, the beef &amp; pork industry supply chain and more. https://t.co/HDBPSPrq8P"
87,"Thank you President @realDonaldTrump, Gov. @DougBurgum, health officials throughout the state, and every single worker who played a part in planning, manufacturing, and shipping these much-needed supplies."
88,"Did you know: This year, over 480,000 N-95 masks, 350,000 surgical &amp; procedural masks, 30,000 eye and face shields, 30,000 isolation &amp; surgical gowns, and 620,000 medical gloves have been shipped to North Dakota through private sector, state, and federal collaboration."
89,"RT @NDDOH: COVID-19 Daily Report, August 18:
• 1,876 tests (509 🆕🚻)
• 8,782 positives (⬆️ 136)
• 7,485 recovered (⬆️ 142)
• 128 deaths (⬆️…"
90,Great day in Western ND. Finished up with a meeting in New England. Thanks Mayor Opdahl for the hospitality. https://t.co/bZd6itY09y
91,RT @GOPLeader: Democrats have no shame. They are pushing conspiracy theories about the USPS to undermine faith in the election and distract…
92,"RT @DougBurgum: The highly skilled team at the @NDDOH State Lab is dedicated to producing high-quality, consistently accurate COVID-19 test…"
93,Says the guy who has the First Amendment as his background on Twitter. https://t.co/A2yWprqb1n
94,"RT @NDDOH: COVID-19 Daily Report, August 14:
• 5,491 tests (1,563 🆕🚻)
• 8,322 positives (⬆️ 152)
• 7,066 recovered (⬆️ 113)
• 121 deaths (…"
95,"RT @DougBurgum: ND's Emergency Rent Bridge program has helped hundreds of renters during the pandemic.

Thanks to added flexibility from @H…"
96,"RT @NDDOH: COVID-19 Daily Report, August 12:
• 4,327 tests (1,161 🆕🚻)
• 7,970 positives (⬆️ 87)
• 6,815 recovered (⬆️ 147)
• 120 deaths (⬆️…"
97,"The pandemic has hit low-income families the hardest, many of whom have worked with my office to secure their $1,200 check because they weren't sure if they could, since they were never required to file a tax return.

Non-filers can be eligible, so please read the full thread."
98,"RT @NDDOH: August 10th, 2020 COVID-19 Press Conference - ND Joint Information Center https://t.co/wnqAUxTwCv"
