,Tweet
0,"RT @BLMNational: Happy #NationalFirstRespondersDay! Today, we thank  BLM's first responders who protect the American people &amp; #yourpublicla…"
1,"163 yrs ago today Teddy Roosevelt was born. He was a leader who understood conservation means access for hunting fishing &amp; hiking and that our @NatlParkService are some of our greatest treasures. Can’t  think of a better early birthday gift than the @OutdoorsAct 🎁
#FindYourPark https://t.co/1ZZ4rS3pFs"
2,RT @HouseGOP: This #NationalDayoftheDeployed we honor all service members and the families of those who answered the call and deployed in s…
3,You’ll never appreciate a teacher more than when you try to fill in for one. Please join me in thanking all the amazing educators who are continuing to put our students first. https://t.co/19rILK9f1w
4,"The @IRSnews announced that it’s extending the deadline to claim an Economic Impact Payment by five weeks to help individuals who haven’t yet received a stimulus payment.

https://t.co/tusObwy2ct"
5,I admire the teachers and administrators who refuse to let Idaho’s students fall behind. https://t.co/XoeLaHro7H
6,"On this #SuicidePreventionDay I invite anyone who is struggling to carry on to keep going. Seeking professional help is not a sign of weakness and whether you believe it or not the world is a better place with you in it. 

Help is just a click call away 
https://t.co/bGg4rSWw3w https://t.co/p66kzoLyq5"
7,"RT @museumofidaho: It's nice to be recognized for our extra work in the community. As soon as the virus hit, our Exec Director, Karen Baker…"
8,"This year I am particularly grateful for the hardworking men and women who keep this country going. To the farmers and the ranchers who keep us fed, our military and healthcare workers who keep us safe, and the countless others, thank you! 
Happy #LaborDay 🇺🇸 https://t.co/nMoowGhfJW"
9,Mark and Ann Marie have been an incredible asset to @INL and our whole community they will certainly be missed. Fortunately I’ll continue to have a close working relationship with @Dr_Mark_Peters in his new role with @Battelle. https://t.co/vKUa7ib6th
10,"RT @RepWesterman: Forestry is essential, providing everything from shipping boxes to paper towels. Even during COVID-19, we require guest w…"
11,"I applaud @realDonaldTrump for taking action to help those who need it most.  People  are struggling to make ends meet. Speaker Pelosi knows this, but she is too concerned with making outrageous demands for a non-COVID related wishlist of items to come to the table seriously."
12,Today is Purple Heart Day - a day to honor our heroes who were wounded or killed in combat. https://t.co/dYVMkuNw8I
13,"I am pleased to join @SecretarySonny and a #bipartisan, bicameral, and diverse group of stakeholders who are on the ground replanting our national forests. https://t.co/y0dglR4AtP"
14,"We had a wonderful tela-townhall tonight. Thank you to the thousands of Idahoans who participated. If you have questions, concerns, and yes even complaints, you can best reach me at  https://t.co/0b8vJQcy3g https://t.co/P8qieqSNzc"
15,RT @TheTRCP: Thank you to those who championed the passage of the Great American Outdoors Act in the House. All Americans will benefit from…
16,"As we kick off the 4th of July weekend, let’s remember those who are keeping us safe. From our courageous military to healthcare workers and firefighters, and yes our incredible police force, we enjoy this holiday because others are putting on the uniform &amp; for that I thank them. https://t.co/8GMUei1dp0"
17,"RT @IdahoLands: With the upcoming holiday, we encourage you to celebrate responsibly and be accountable for the health and safety of your f…"
18,"RT @USDA: We're accepting applications now through Aug. 28, 2020 for our Coronavirus Food Assistance Program. Farmers &amp; ranchers can apply…"
19,RT @NelsonRussellM: We join with many throughout this nation and around the world who are deeply saddened at recent evidences of racism and…
20,"RT @localnews8: Due to the coronavirus, EBR-I will not open its doors this year, but you can experience the world’s first nuclear power pla…"
21,"Starting TODAY eligible farmers and ranchers can begin submitting applications for the Coronavirus Food Assistance Program (CFAP) administered by @USDA 

 https://t.co/AY39aXLONm"
22,"Starting on Tuesday, May 26th, eligible #farmers and #ranchers can begin submitting applications for the Coronavirus Food Assistance Program (CFAP) administered by @USDA.

https://t.co/h2eoPbbxtY"
23,"RT @SenatorRisch: Funding update: Since the start of the #COVID19 pandemic, 1,142 small businesses and agribusinesses in Idaho have receive…"
24,"This #ArmedForcesDay we honor our heroes by saluting their service. Please join me in thanking all the brave men and women who keep this nation safe, strong, and the best country on Earth 🇺🇸 https://t.co/6UCGI5HimK"
25,Starting at 10am MT the F-15 Friday Flyover begins. This is an incredible way to honor the incredible healthcare workers in #Idaho. https://t.co/fIPycWVw9h
26,RT @SecretarySonny: The Coronavirus Food Assistance Program will provide $16 billion in direct support to our great farmers and ranchers. L…
27,"Farmers who are looking for information about direct payments from the recently passed #CARESAct can visit the @USDA link below

https://t.co/AY39aXLONm"
28,"RT @SenatorRisch: Happening tomorrow – the @USDA is hosting a webinar for farmers, ranchers, and ag producers who are interested in applyin…"
29,"It appears you were ill-informed Bob. Sharing this manipulated video is beneath you &amp; we expect more from journalists. For the record my full quote said “Covid-19 isn’t a Republican problem or a Democrat problem, it’s an American problem.”

#StrongerTogetherEvenWhenApart https://t.co/pAPwbeQzSB"
30,"On #VEDay  we remember the leadership of General Eisenhower, who helped turn the tide of the war to victory. While we're not able to gather to dedicate his Memorial as planned today, let’s honor his legacy. Follow @IStillLikeIKE #VEDay75 https://t.co/1WcQjgRyC0"
31,"RT @museumofidaho: Anna Lee Bridges, the ""No-Nonsense Nurse,"" found her calling when the Spanish Flu pandemic hit Idaho Falls in 1918. One…"
32,"Kathy and I are deeply saddened to hear the news of John’s passing.
He will forever be remembered as a man who cared deeply about Idaho’s natural resources and wildlands and bringing people together to discuss these issues. 

Read more here: https://t.co/mKGEfs8sEc https://t.co/QHF9bMHfOO"
33,RT @Dr_Mark_Peters: We at @INL are excited to be a part of the COVID-19 HPC Consortium - another opportunity for science to help address th…
34,RT @museumofidaho: We preserve your history. You are currently living through some history. Use these prompts to document your pandemic exp…
35,RT @SecretaryCarson: Notifications of our first wave of #Coronavirus relief funds have gone out to Idaho. We are all in this #TogetherApart…
36,The @INL is getting involved to help mitigate the impacts of #COVID19 https://t.co/pLvLdojOvY
37,"RT @GOPLeader: For every American on the frontline: THANK YOU!

From those who are making gowns and masks, to those who are driving and del…"
38,The  #PaycheckProtectionProgram is officially out of funds. Small businesses throughout Idaho are counting on Congress to step up. I’m calling on @SpeakerPelosi to stop playing politics and let this money get to the people who actually need it. https://t.co/V3uB7gcnrI
39,RT @FLVanderSloot: Today @GovernorLittle extended the Idaho stay-home order another two weeks. This is very wise! We must get the virus tot…
40,"I appreciate @GovernorLittle &amp; @realDonaldTrump's leadership-  both are working w/ health care experts to ensure Idahoans are safe &amp; have necessary resources. 
We all have the same goal in mind, let's get the economy working again all while keeping the public healthy and safe. https://t.co/rnKaZG3yIq"
41,"RT @stevenmnuchin1: .@USTreasury &amp; IRS just launched the free Get My Payment App, which allows Americans who don’t have their direct deposi…"
42,On this #GoodFriday people of all different beliefs and from all parts of the world are joining together in fasting and prayer to seek relief from the COVID-19 pandemic. I welcome this outpouring of faith and hope as we enter into #EasterWeekend https://t.co/KNSRVBZDe3
43,RT @BeefUSA: Stay safe out there and continue to follow the CDC recommendations. https://t.co/navBbDXknG
44,It’s #WorldHealthDay and we have great healthcare professionals throughout Idaho who want to keep us healthy and safe. Join me in thanking them https://t.co/8jfdvO0XDb
45,"RT @SecAzar: Six steps we can take to help protect our #mentalhealth as we fight #COVID19 together and work to #SlowTheSpread. 
https://t.c…"
46,"RT @GovernorLittle: Thank you, @IDNationalGuard! https://t.co/3544dlxQ08 #IdahoCOVID19"
47,"As my staff and I are teleworking to help limit the spread of #Covid_19, more than even it’s important we hear your questions and concerns via my website https://t.co/0b8vJQcy3g https://t.co/5LplgSZoqj"
48,RT @SenatorRisch: Attention Idaho small businesses who have been impacted by #COVID19: The #PPPloan is now available! Apply with an SBA app…
49,"The #coronavirus is unlike anything we’ve dealt with, which is why @TomColeOK04 and I asked the Coronavirus Task Force to explore innovative technologies that show promise in creating vaccines and treatments for COVID-19.  

Read the full letter below 

https://t.co/S4JjbjoU6g"
50,"Today is #NationalDoctorsDay 🩺
 
To our heroes in healthcare putting their patients first, today and every day, Thank You!  
We need you now more than ever. 

Join me and #ThankADoctor today! https://t.co/TDMHTeT3y3"
51,"RT @GOPLeader: THANK YOU to the:
 
nurses
doctors
scientists
gig workers
researchers
truck drivers
health experts
manufacturers
lab technic…"
52,"This legislation is a necessary step towards stabilizing our economy, providing resources for health providers on the front lines, and furthers access to patients who have been stricken by #COVID19 https://t.co/a6LwloClR6"
53,RT @SocialSecurity: Check out this important update from #SocialSecurity on the #COVID19 pandemic. https://t.co/QaAO5rkmZ5 https://t.co/zv1…
54,RT @SenatorRisch: Many of Idaho's small businesses are facing immense difficulties due to #COVID19. My website has a list of current @SBAgo…
55,RT @GovernorLittle: I will make an important announcement about Idaho’s COVID-19 response tomorrow at Gowen Field at 1:30 pm. A public rele…
56,RT @USDA: Thank you to the heroes in the U.S. supply chain who are continuing to do right and feed everyone during this time ❤️ #NationalAg…
57,"The spread of #COVIDー19 isn't a Republican problem or a Democrat problem, it's an American problem. 
Stay Calm, Stay Informed, and Stay Home! 
We're in this together. 
#TogetherApart https://t.co/Qj71iuV0pi"
58,Let’s end the spread of rumors about COVID-19 only share information from trusted sites and sources. https://t.co/7yEgev3h7d
59,RT @maggieKTVB7: #BREAKING Central District Health is suggesting a two-week shelter in place for anyone who has recently traveled to Blaine…
60,"I joined @RepRussFulcher @RepDelBene @cathymcmorris and @repblumenauer in reaching out for additional ventilators for our states, as we are in dire need for more devices.  #Covid_19 

https://t.co/y4uHjAwxWC"
61,I’m mindful of our friends in @BlaineCountyID and ask that they stay home to slow the spread of #COVID19 https://t.co/2D7gUUubSf
62,COVID-19 Coronavirus Updates from Saint Alphonsus https://t.co/IID7EDSwEl
63,"This is what @GovernorLittle meant when he said “History will remember our reaction to coronavirus, so let’s be there for each other”

https://t.co/nKjV0f0r1d"
64,Join me in thanking all those on the front lines keeping America safe and healthy https://t.co/kzvkRBkgV9
65,RT @SBAgov: #ICYMI: We've got #Coronavirus (#COVID19) guidance and loan resources for small businesses right here. 🔽
66,"""St. Luke's announced they will begin conducting drive-up coronavirus testing and putting up tents to hold supplies. 
Additional testing sites will come to Boise on Wednesday.""

https://t.co/aIbuSD9HDj"
67,"At 9:05 MST this morning I will be talking about the government response to #COVID2019 
with Neal Larson and Julie on @kidnewsradio 

Tune in here https://t.co/64AoyRt4Ng"
68,"Idaho will receive $4.5 million  to assist in our efforts to combat #COVID2019 
This is good news for #Idaho 
https://t.co/XSvNErdH5o"
69,"The bipartisan ""Families First #coronavirus  Response Act"" passed by the House is crucial assistance for #Idaho and families throughout America. https://t.co/tYMXzcxWHZ"
