,Tweet
0,"I joined the Sam Malone Show earlier this week to discuss the Democrats’ plan for oil and gas, @SpeakerPelosi’s inaction on a #COVID19 relief bill, the rioting and violence occurring in Philadelphia, and more. https://t.co/DpE8sg0bNr"
1,"Just to be clear: Iranian terrorists and leaders of Communist China and Russia – all of whom post dangerous lies/propaganda – are allowed to tweet freely, but @realDonaldTrump and Conservatives aren't? 

How does this make sense @jack? https://t.co/xpWViu8nmK"
2,"Our GDP grew at its ""fastest pace ever"" during the third quarter - proving that the American economy truly is recovering. We need to stay the course: combat COVID-19 and safely reopen. https://t.co/OESpwL5hBa"
3,"RT @JudiciaryGOP: 2013 Lie of the Year: 'If you like your health care plan, you can keep it'

The Obama/Biden Administration lied to you ab…"
4,The Left is circulating false information about the #COVID19 vaccine. Here is the TRUTH about #OperationWarpSpeed. https://t.co/vzFsVUdyvG
5,"Imagine what would've happened in CA/NY had @POTUS not leapt to their aid, literally anchoring @USNavy ships in their ports, at the onset of the #COVID19 pandemic. Instead of saying ""thank you"" they spread fake news to create fear about the vaccine. https://t.co/3pdNDTODIZ"
6,"31 years. They had 31 years to deport this criminal illegal alien and they didn’t. Because of this failure and Democrat sanctuary policies, a brave and innocent man is dead. 

American citizens deserve better from the elected officials who’ve sworn to protect them. https://t.co/yfPZsqK3em"
7,"RT @SteveScalise: 🚨🚨 Today Chuck Schumer and Senate Dems once again BLOCKED a clean COVID relief bill.

Don't let them blame @realDonaldTru…"
8,"A brave officer who dedicated 41 years of life to protecting Houstonians is now dead because of sanctuary policies. 

Policies that the Dems pat themselves on the back for. 

Those involved should resign immediately and be held accountable for this murder. https://t.co/xPmtGrsXLG"
9,Sgt. Harold Preston was murdered by a criminal alien who had been living in the U.S. ILLEGALLY since 1989. He would still be alive today if not for Democrat sanctuary policies that protect dangerous illegal aliens rather than American citizens. https://t.co/bqL1dqqXIZ
10,"Based on the public evidence alone, it’s clear Durham should bring down more indictments. If respect and trust are to be restored in our top law enforcement agencies, Americans must see justice served to those who broke our laws. https://t.co/Z45NQxKvpO"
11,America’s economy continues to bounce back as businesses reopen. Can you imagine the growth we’d see if @SpeakerPelosi released the $138B sitting in the #PPP or actually worked with @realDonaldTrump and the GOP to pass a realistic #COVID19 relief bill? https://t.co/0qtU4Fkjyg
12,"I’m continuing to pray for the recovery &amp; healing of @RealRLimbaugh. Rush is a conservative hero who’s stood up for American values, freedom &amp; truth for decades. His show encouraged conservatives before there were any other conservative voices to do so. 

God bless &amp; get well!"
13,"Once again, @RepAdamSchiff promotes another baseless conspiracy - misleading America with false information. https://t.co/cbUzmbD2x5"
14,"Loggers &amp; log haulers are critical to America’s forest products industry – which is a top-10 manufacturing industry in 45 US states, including TX. I've requested that @SecretarySonny ensure our logging industry is eligible for @USDA #COVID19 economic relief programs. #TX36logging https://t.co/hucqQX9yKY"
15,"Thanks to my friend @tperkins &amp; @FRCdc for having me on to talk about faith in politics &amp; the need for moral courage. We need to get back on a firm foundation - a path of truth &amp; righteousness - &amp; that is my prayer for this great country. 

Listen below⬇️https://t.co/G73P2AXmPC"
16,Even members of @SpeakerPelosi’s own party are sick of her games &amp; demand she work out a #COVID19 deal now. She says she wants a relief bill yet continues to push hyper-partisan bills &amp; remains unwilling to compromise. Americans are suffering because of her inaction. https://t.co/eOkjHUlyON
17,"Happy 245th Birthday to the @USNavy. As the proud father of a former Navy SEAL @us_navyseals, I offer my many thanks to all those who have served and continue to serve! #245NavyBirthday https://t.co/pttjrm75Lr"
18,"Dems push another baseless argument to try to postpone #ACB's confirmation hearings scheduled to start next week. For months, Congress has been operating under #COVID19 guidelines which include allowing for remote hearings. Don't fall for Dem lies. https://t.co/agZdRJOthX"
19,"Americans should know who/what is illegally coming across our borders. Last week, @CBP seized 800lbs of meth - a record-breaking amount - and 9lbs of fentanyl hidden under a fake floor in a commercial trailer carrying fresh produce. Read more: https://t.co/qq1CfuFRot https://t.co/PT2m6TQnFL"
20,.@SpeakerPelosi and Dems still refuse to accept that the majority of Americans elected @realDonaldTrump to be President. They've tried to delegitimize him since day one with a new conspiracy each week. This is ridiculous. https://t.co/Thqtn4dtOl
21,"This is major news. 

They knew exactly what they were doing. John Durham MUST bring justice to those who broke our laws in an attempt to fix the 2016 election. 

#ObamaGateIsReal https://t.co/LnsVnqBrqZ"
22,"In case you needed another example of the danger of universal mail-in voting, here you go.

We continue to see alarming cases of ballot harvesting &amp; fraud. Makes you wonder why Dems keep pushing for it? https://t.co/BPFOZxqgfh"
23,"This is who “sanctuary” policies protect instead of you. 

Illegal aliens who have committed crimes like homicide, sexual assault, domestic violence, sexual offenses against children &amp; more. 

Job well done @DHSgov/@ICEgov - you have made us all safer. https://t.co/Oj5XiAzm9T"
24,We could have given #COVID19 relief to the American people months ago! @SpeakerPelosi has held money hostage over policies like paying illegal aliens w/ US taxpayer dollars. The Left should be complaining to the Speaker - not @POTUS. She’s the ONLY reason we can’t get this done. https://t.co/G3IzrdSiUX
25,".@SpeakerPelosi continues to choose politics over U.S. #smallbiz. She's made it clear that getting #COVID19 relief to Americans is not high on her priority list. In fact, it's not on there at all. https://t.co/YHzCjiKcdF"
26,"I’m proud that @realDonaldTrump &amp; @USTreasury continue to hold enablers of the vile Assad regime accountable as we push for a peaceful resolution of the Syrian conflict. We are a nation who seeks for the peace, freedom, and prosperity for all! https://t.co/clVaJbw4E9"
27,Continuing to pray for our great President @realDonaldTrump as he recovers from #COVID19!
28,I joined @seanspicer on @newsmax to discuss the Senate passing an extension to the CARES Act to save our airline industry and @SpeakerPelosi's refusal to help the American people. Even her own party's sick of her obstructionist political games. https://t.co/3dOq7fMkGa
29,"Thank you #TX36 frontline healthcare workers! Below is the transcribed speech that I gave on the House Floor to honor our brave healthcare heroes⬇️

View letter by clicking link: https://t.co/FyiotpQ2U1

@memorialhermann @CHI_StLukes @BHSET @MethodistHosp https://t.co/Y14nWyCs5q"
30,"Once again, Dems are unwilling to provide #COVID19 relief to U.S. #smallbiz. They don’t care about an issue or policy unless it advances their radical agenda. https://t.co/hCqKXcEJiV"
31,"If @SpeakerPelosi actually cared about the health of Americans, she would’ve tried to work w/ us on a #COVID19 bill that has a chance in the Senate. Instead, she’s offering another hyper-partisan bill that will go nowhere - holding relief hostage for ANOTHER week. https://t.co/V7ANq9VknK"
32,"To all the healthcare workers of #SETX: THANK YOU! You have selflessly put yourselves in the path of #COVID19 in order to protect the rest of us, &amp; you are true American heroes. Today, I had the privilege of highlighting a few #TX36 heroes on the House floor ⤵️ https://t.co/vTQ7EJIAwy"
33,"RT @SteveScalise: Some things never change.

Pelosi's ""new"" COVID bill isn't new.

It's her same old wish list.

- Stimulus checks to illeg…"
34,"Dems are lying about the GOP's plan for preexisting conditions. 

FACTS:

1. R's support health policies that protect preex conditions while offering more choice, lower costs &amp; better care to Americans.
2. Laws to protect preex conditions are in place &amp; will STAY in place. https://t.co/BQbpW2Nhai"
35,"Once again, House D's drop a #COVID19 stim bill full of radical policies AND written w/o GOP input of course. Stripping $600M in police funding &amp; using U.S. tax $ to pay for illegal aliens &amp; bankroll Planned Parenthood are just a few of the items included. https://t.co/8trBhhEMMk"
36,"RT @Jim_Jordan: The media promised that President Trump’s tax returns would reveal deep ties to Russia. 

Didn’t happen!

Know whose financ…"
