,Tweet
0,"Join me in recognizing Domestic Violence Awareness Month and use this opportunity to raise awareness, support survivors, and speak up for those who cannot speak up for themselves. https://t.co/3eqcMKU2Xw"
1,"In the heartland of #Kansas, @USDA_NBAF will play a key role in preventing and combating diseases threatening human health, like #COVID19. I'm proud Kansas places a high priority on proactively preparing for devastating animal disease outbreaks. https://t.co/Qcmaf5YA20"
2,"Happy 245th Birthday, @USNavy! Today we salute the courage and bravery of all our nation's sailors. Thank you to all who serve and have served! #Navy245 https://t.co/ZJdDvL1OCJ"
3,"During the pandemic, more American families are gathering together for meals. I hope this trend continues after the world returns to a new normal. Thanks for featuring my game day chili in the #FamilyMealsMovement! 

And go @KStateFB! 🏈 #emaw https://t.co/09DNTCvNb6"
4,"Over the coming weeks, I will thoroughly review Judge Amy Coney Barrett's judicial record. I will only consider supporting a nominee who will uphold the Constitution and not legislate from the bench."
5,RT @SenateAgGOP: Chairman @SenPatRoberts: House Democrats’ CR Highlights ‘Pandemic of Politics’ https://t.co/XzVQeLHoyL
6,"In just two days we will honor the incredible life of Dwight D. Eisenhower, who achieved eight years of peace and prosperity. Ike brought the country together. Read about the memorial from the @dcexaminer: https://t.co/ih0jWp7Q3k @IStillLikeIke"
7,"ICYMI: I joined @FoxNewsSunday to discuss the Dwight D. Eisenhower memorial that we’ll dedicate Thursday. The memorial showcases what Ike meant to Kansas, the country, and the world. @IStillLikeIke https://t.co/s0ymORxsYu"
8,RT @SenateAgGOP: Deadline to apply for the Coronavirus Food Assistance Program is TOMORROW. CFAP helps offset price declines &amp; marketing co…
9,RT @SenateAgGOP: #Wheat growers have experienced significant economic harm from COVID-19. Chairman @SenPatRoberts and @SenAmyKlobuchar led…
10,Kansans will get through this pandemic together. Do your part and join me in wearing a mask! https://t.co/HG1rXGGR9Z
11,"An inspiring story about a 10-year-old from Wichita who made it his mission to help feed his community. Great work, Paxton! 
https://t.co/2nRZ40LPrK"
12,"Mike’s dedication to bettering not only his own community, but the lives of Kansans all across our state will never be forgotten. He was a strong leader and a kind soul who will be truly missed."
