,Tweet
0,"Earlier this year, Congress came together and passed historic relief measures to respond to the COVID-19 pandemic. Today, we learned that the economy grew at the fastest pace on record last quarter, an unprecedented rebound. https://t.co/jlxuVWtXk9"
1,"Police officers are hardworking, honorable people who do the right thing and protect our communities. An investigation into yesterday’s police-involved shooting is underway and I am confident any questions will be fully addressed by the investigation. https://t.co/bWbYcWYt9j"
2,"According to the Philadelphia Police Department, 30 officers were injured by rioters last night, including a female sergeant who was struck by a speeding truck."
3,"While Americans have the right to peacefully protest, no one has the right to riot and loot. The unacceptable violence in Philadelphia last night underscores the need for elected officials to support our law enforcement officers who face danger on a daily basis."
4,"Today we remember the lives that were cut short and pray for the victims, their families and friends, and all those who worship at the Tree of Life Synagogue."
5,"In that darkness, we also saw the best in our community: the heroism of police and other first responders, the care and skill of medical personnel, and the love of people from all faiths and walks of life who came together to mourn."
6,"She understands that a judge must act as a neutral umpire who applies the law, including the U.S. Constitution, as written, not as an unelected super legislator who decides cases based on her preferred policy outcome. https://t.co/z1MH4SP1ur"
7,"Importantly, Judge Barrett has shown an unfailing commitment to the proper role of a judge – which is to apply the law, including the U.S. Constitution, as written, and not to decide cases based on a preferred policy or outcome."
8,"The #AbrahamAccords between Israel, the UAE, and Bahrain will reduce hostilities in the region and boost economic, educational, and health care ties between the three countries. Thank you to @realDonaldTrump and his team for bringing the Middle East closer to peace. https://t.co/oSLuqZHUnQ"
9,Thrilled to see #Big10 @PennStateFball will join @Temple_FB and @Pitt_FB in taking to the gridiron this year! It’s exciting news for #PSU fans across the state and country. #CollegeFootball + all fall sports can be safely played during #COVID. https://t.co/S3TXzj42vD
10,"Today, I will go to the Senate floor and call for passage of the #ThinBlueLineAct. My bill will give federal prosecutors greater ability to pursue the death penalty for those who murder state and local police officers. Enough is enough. It's time to #BackTheBlue."
11,"The recent ambush/shooting of law enforcement officers in LA was horrific, and predictable. Politicians bending to the whims of violent mobs while refusing to support those who protect and serve is unconscionable. Every day, officers put themselves in harm's way to keep us safe."
12,"Destroying property and blocking roadways without a permit, as occurred last night in Lancaster, is not peaceful protesting. #LancasterPA"
13,"The body camera footage released by the Lancaster City Bureau of Police seems to detail this exact scenario. It’s not clear why anyone would protest a police officer defending his own life. However, those who wish to protest should do so peacefully."
14,"First responders rushed to the sites to help and stayed for weeks. People of all faiths prayed together, they gave blood, and we continue to fight for families who lost loved ones.

On September 11, 2001 we saw the worst of humanity, and the best. We must #NeverForget."
15,"Over a 30 hour period on D-Day, Cpl. Waverly Woodson tended to 200 of his fellow soldiers - even after being wounded himself. He was a hero who should have been awarded the #MedalofHonor, but wasn't bc of his skin color. @ChrisVanHollen and I are working to right this injustice. https://t.co/1fC89pTAmv"
16,"Intimidating people to get your demands met isn't peaceful protesting.

Damaging or destroying reeling businesses hurts workers and isn't peaceful protesting.

These are crimes. Until elected officials support the prosecution of these criminals, they'll continue. https://t.co/Z1TKaq2qE3"
17,"Philly has a low #COVID19 positive rate and plenty of hospital capacity. Despite what the data says, no one can dine indoors there.
 
As @BroadAndLiberty put it: ""This is not about science, it’s about government."" https://t.co/YDAX3gklXs"
18,"Challenge accepted, @DrJudyMonroe! As @SenatorBennet and I have been saying, the easiest way to protect your friends/communities is to please, #WearAMask. I challenge @SenCapito/@SenatorTimScott to join @DrJudyMonroe, @SenatorBennet and me in doing our part to stop COVID-19! https://t.co/OXArpxVO4d https://t.co/tEmWnRvoOc"
19,"The Congressional Oversight Commission was established to monitor the COVID-19-related recovery efforts of the Fed and Treasury. Today is our first public hearing on these efforts. Join @RepShalala, @RepFrenchHill, @BharatRamamurti, and me at 10 AM. Watch: https://t.co/1t4PmK7if7"
20,"Masks during a pandemic shouldn't be controversial. Wearing them in public is our best way to protect each other. @SenatorBennet and I are teaming up and asking everyone to please, for the benefit of your neighbors, friends, and your community, #WearAMask. https://t.co/56XlgsD6m2"
21,"The Blue Jays in Pittsburgh would have meant more hours for some ballpark workers, increased tax revenue for the city, and a small yet meaningful boost for a number of local businesses struggling during the pandemic."
22,"As explained during my roundtable yesterday, Major League Baseball and the Players Association are adhering to CDC guidelines and implementing a rigorous COVID-19 prevention and testing program."
23,This decision by Governor Wolf and Health Secretary Levine is baffling and disappointing.
24,"John Lewis was a great American. 

A civil rights leader and dedicated public servant who successfully led numerous fights in the name of equality and against racism and discrimination. 

Our nation will miss John Lewis. I extend my condolences to the Lewis family. #RIPJohnLewis"
25,".@zoom_us must not kowtow to the Chinese Communist Party by silencing pro-democracy activists critical of the regime in Beijing. Lee Cheuk Yan, a #HongKong leader who testified in the Senate last week, had his account shuttered."
26,Restaurants like Simply Turkey in Harrisburg are taking steps to protect customers and workers. It was great visiting Simply Turkey today with @SenatorDiSanto to talk about the impact of the lockdown and the need to #ReopenPA. https://t.co/u03OqArJiU
27,"Today we honor those who bravely charged into the face of evil, putting their lives on the line for the good of all mankind. Let us never forget the sacrifice of every man and woman who ensured allied success on #DDay, the battle which marked the beginning of the end of the war. https://t.co/Ri3CpVppqM"
28,"RT @JonathanTamari: PA @SenToomey speaking on Floyd in Philly now:
""The video of his death is sickening to watch - very very deeply disturb…"
29,Today we memorialize all who made the ultimate sacrifice while serving of our nation in uniform. While this #MemorialDay is different from years past – its meaning is no less relevant and important. Let us never forget that our freedoms were won on the backs of those who served. https://t.co/i1zyu68FFt
30,RT @ChrisVanHollen: We must stand with the people of Hong Kong who have been bravely protesting for their political freedoms in the face of…
31,"During these difficult times, there are so many people to be thankful for. This week I'm particularly grateful for the police officers who are donning their uniform &amp; serving our communities. I'm proud to be cosponsoring a resolution making this #PoliceWeek. https://t.co/46f1pwbCQY"
32,"At 11:30 AM, I’m hosting a virtual roundtable on the best practices to safely reopen the economy. Joining are health experts/economists @paulmromer, Mark McClellan- @DukeMargolis, Steven Shapiro- @UPMCnews and John Ioannidis- @METRICStanford. Tune in here: https://t.co/djgZHAtoQU"
33,"As a Pennsylvanian &amp; former Little Leaguer, this hurts. @LittleLeague showcases the hard work, dedication &amp; sportsmanship of our youth &amp; brings the world to PA. It’s a time for competition &amp; a look into the future of our past time. I know #LLWS will be back &amp; better than ever. https://t.co/Gu3HdXKru5"
34,"ICYMI: @USDOT chose the Philly Shipyard to build 2 major ships. As a result, 100s of jobs will be created &amp; the shipyard's workload will be sustained for years! I was proud to support the efforts of many who made this possible. See more from @SalenaZito: https://t.co/C7MzX9kZSq"
35,".@riteaid is now offering free drive through COVID-19 testing for symptomatic at-risk individuals (seniors/health care workers) at select stores in PA. Visit Rite Aid’s testing website (https://t.co/lkCuQQPHR6) to see if you qualify, schedule a test, or view other locations."
36,Today we remember the millions of Jews and all who were persecuted and murdered during the Holocaust. We take the time to reflect on this atrocity to ensure that no such horror ever be perpetrated again. #WeRemember https://t.co/tnk2G9xqoA
37,"I am very grateful to all of those on the frontlines battling against the COVID-19 pandemic. To the doctors, nurses, hospitals, emergency responders, and nursing home workers doing so much every day for so many: you are heroes and every Pennsylvanian thanks you. https://t.co/qLEUA1s4t0"
38,"To the Jewish community all across our commonwealth, I wish you a healthy, safe, and happy #Passover. https://t.co/stkV8NeBec"
39,Seniors are among those most vulnerable facing COVID-19. That's why @SenBobCasey and I want @CMSGov to detail their plan to protect nursing home patients across PA and USA. Read more about our efforts in the @PittsburghPG: https://t.co/96fMe0qlwi
