,Tweet
0,"WATCH HERE 📽️ @senategop’s ‘The Invisible Enemy’ Episode 1: Democrats’ #impeachment obsession &amp; the beginnings of the #CoronavirusOutbreak.

https://t.co/Re1f59Elvl"
1,.@dallasnews: Texas Sen. Ted Cruz rips Twitter CEO Jack Dorsey: ‘Who the hell elected you?’ https://t.co/BlHxopnKIx
2,".@CNBC: “Coming off the worst quarter in history, the U.S. economy grew at its fastest pace ever in the third quarter as a nation battered by an unprecedented pandemic put itself back together.”  https://t.co/jmdGJUoqFR"
3,"RT @Varneyco: ""Mr. #Dorsey, who the hell elected you?"" @SenTedCruz says @jack can't defend @Twitter's biased policy behind whether or not a…"
4,".@epochtimes: Sen. Cruz questioned Dorsey over Twitter’s censorship of the Oct. 14 New York Post article. “Mr. Dorsey, who the hell elected you and put you in charge of what the media are allowed to report and what the American people are allowed to hear?” https://t.co/SPDzLBZ5wW"
5,"Exactly, @SecBrouillette. Biden’s radical policies would crush Texas’ oil and gas industry, eliminate jobs for hundreds of thousands of Texans who rely on a thriving energy sector, and destroy our country's energy independence. 
https://t.co/ps6r9I83hk"
6,"Happy National First Responders Day to all of the first responders in #TX &amp; across the country who are working tirelessly to #CombatCOVID19 &amp; keep our communities safe. You selflessly risk your lives each day to protect the lives of others, &amp; we are grateful for your service. https://t.co/VQXeNnUpHj"
7,"""Mr. Dorsey, who the hell elected you and put you in charge of what the media are allowed to report and what the American people are allowed to hear."" https://t.co/cZIR7D4dNs"
8,".@seanhannity: Sen. Cruz Unloads on Twitter CEO, Asks ‘Who the Hell Elected You And Put You in Charge?’  https://t.co/r9MmkGSNT0"
9,.@thehill: Sen. Cruz in heated exchange with Twitter's Dorsey: 'Who the hell elected you?' https://t.co/G3N62OrXTU
10,.@washtimes: Sen. Cruz clashes with Twitter CEO Jack Dorsey: ‘Who the hell elected you?’  https://t.co/d8vnPPipGA
11,"I believe the three witnesses who testified before @SenateCommerce today collectively pose the single greatest threat to free speech in America. I focused my questioning on @Jack because, of @Twitter, @Facebook, &amp; @Google, I believe Twitter’s conduct has been the most egregious. https://t.co/s1JJzTIqir"
12,RT @realDailyWire: Ted Cruz Reams Twitter CEO Jack Dorsey: ‘Who The Hell Elected You?’ https://t.co/NsGyZvPrBJ https://t.co/ZCAGPFbJEO
13,"RT @IngrahamAngle: Sen. Ted Cruz:

“Mr. Dorsey, who the hell elected you? And put you in charge of what the media are allowed to report, an…"
14,"RT @cspan: Sen. @tedcruz to @Twitter CEO @Jack: ""Mr Dorsey, who the hell elected you and put you in charge of what the media are allowed to…"
15,"RT @BKingDC: It's #Section230 day at @SenateCommerce! Who's ready to RUMBLE?

@tedcruz even made a movie poster for the occasion: https://t…"
16,"“If Biden is elected and follows through on his promises, it would wreak havoc on an American economy that was booming before the virus struck and is on the verge of a major recovery.” - @washtimes 
https://t.co/by4ucbD9A8"
17,"RT @thehill: JUST IN: Sen. @tedcruz celebrates confirmation of Justice Amy Coney Barrett: ""To everyone who values and cherishes the Constit…"
18,Confirming Judge Barrett is a great victory for every American who cherishes our fundamental liberties. #JusticeBarrett #SCOTUS
19,Joe Biden’s radical polices would be devastating to the millions of Texans &amp; Americans whose jobs depend on a vibrant energy sector. https://t.co/YfdA1wbvco
20,".@foxnews: Senate Republicans produce documentary film, featuring Sen. Cruz, on their behind-the-scenes handling of coronavirus"
21,"COMING SOON: ‘The Invisible Enemy,’ a @senategop series that gives an exclusive behind the scenes look at Washington’s reaction to the early days of the #CoronavirusPandemic &amp; how we are working to #CombatCOVID19 &amp; deliver relief for the American people.
https://t.co/7du1qcLikd"
22,"Democrats once again put their political interests ahead of the American people by blocking a targeted #COVID19 relief package that would have helped workers, families, #SmallBiz &amp; schools affected by the #CoronavirusPandemic. 

Read my statement on today’s failed vote here 👇"
23,"Make no mistake, Putin is using the #NordStream2 pipeline to undermine the energy security of our European allies. That’s why the U.S. is taking a bipartisan, bicameral, whole-of-government effort to stop Putin’s pipeline. 
https://t.co/qyLfmW1IJO"
24,Lifting up in prayer the two @HPOUTX @houstonpolice officers who were shot in the line of duty today. https://t.co/IIwaSjJCm2
25,"Democrats’ refusal to move forward with targeted #COVID19 relief for families, small businesses, and schools before Election Day is not because of a policy disagreement. It’s because of politics. https://t.co/iq5eZjs8Ut"
26,#BigTech is getting much more brazen in how they abuse their monopoly power. Their continued efforts to silence the voices of those with whom they disagree &amp; influence the upcoming election must be stopped. #BigTechBias #StopTheCensorship
27,"Democrats are treating the @senjudiciary #SCOTUS confirmation hearing for Judge Amy Coney Barrett as a policy hearing.

WATCH Judge Barrett’s response when I asked her whose responsibility it is to implement policy positions. 👇 https://t.co/icPTTTCia7"
28,"Here’s a reality check for the Democrats: 

Judge Barrett will not be the decision maker on what the appropriate approach to healthcare is as a policy matter. 

That is the role of Congress. Not the Supreme Court. https://t.co/kN2zgNK64h"
29,"Democrats want 5 unelected lawyers wearing black robes decreeing rules to 330 million Americans.

That is not the Court’s job. The Court’s job is to decide cases according to the law and to leave policymaking to the elected legislature. https://t.co/jeNJjUYLyt"
30,Democrats want a #SCOTUS nominee who will implement their policy vision on healthcare. That’s wrong. That’s not a judge’s job. https://t.co/5NquYZAleO
31,"RT @WHRapidResponse: .@SenTedCruz: “Of every Democrat who’s spoken, we’ve heard virtually not a single word about Judge Barrett. We’ve hear…"
32,RT @ReutersLegal: Republican Senator Ted Cruz said the Democratic focus on healthcare and other policy issues showed they were not contesti…
33,"RT @PressSec: “Who in their right mind would want the United States of America ruled by 5 unelected lawyers wearing black robes?”

“It’s ha…"
34,"Today is the 1st day of the confirmation hearing for Amy Coney Barrett, a respected judge who is supremely qualified to serve on #SCOTUS. Unfortunately, Democrats have been working to attack her integrity and smear her reputation. I am fearful we will see more of the same today. https://t.co/qVtKMltPWI"
35,"We must continue working to combat this virus &amp; keep Americans safe. At the same time, we need to balance that with common-sense steps to get our economy moving again, help businesses reopen their doors, &amp; get people back to work. https://t.co/dBGQ2B3aGO"
36,"This morning I joined @MeetThePress to talk about #COVID19, the confirmation hearing for Judge Barrett, and Democrats’ efforts to delay the hearing.

Watch here: https://t.co/IWB6vArxbT"
