,Tweet
0,"For a kid who grew up in public housing and watched his parents struggle for a job, this is an incredible day for American families!

We have a lot more work to do, but our economy is headed in the right direction and we can’t stop now. https://t.co/6j9HtQ61Oi"
1,"Reports that Roland Carreño, a Venezuelan journalist who denounces the atrocities of @NicolasMaduro, has been arbitrarily detained.

This is yet another example of Maduro censoring dissidents. The world is closely watching and it’s time for the regime to disclose his whereabouts. https://t.co/h6UaRvZqay"
2,"RT @SquawkCNBC: ""If you go look at their bill, it has a whole bunch of things that have nothing to do with the #coronavirus,"" says @SenRick…"
3,"RT @SquawkCNBC: ""We've got to understand that we've got to get our fiscal house in order,"" says @SenRickScott on the size of the #coronavir…"
4,"After months of staying inside due to the #Coronavirus, who wouldn’t want a little extra sunshine.

I’m proud to join @marcorubio on a bill to allow Floridians and visitors to enjoy our beautiful state even later in the day. https://t.co/HrBI4P8k8a"
5,"🚨LIVE TV ALERT!

Looking forward to joining @Varneyco on @FoxBusiness today at 11:15AM to discuss the importance of this election and the ongoing fight against the #Coronavirus."
6,"🚨Coming up in the 2 o’clock hour!

I’ll be joining @toddstarnes at 2PM &amp; @cvpayne at 2:45PM to discuss the @SenateDems’ latest temper tantrum. 

Between boycotting the Judiciary Committee &amp; blocking COVID relief yesterday it’s hard to tell what they’re doing up here."
7,"RT @WIOD: Listen live at 11:50 as @SenRickScott talks to @brianmuddradio about COVID negotiations, SCOTUS nomination, tonight's debate.

ht…"
8,".@SenateDems literally blocked a COVID relief bill less than 2 hours ago that would have helped workers and small businesses, improved testing, and helped schools stay safe. 

Americans ARE sick and tired of these political games. So stop playing them, @SenSchumer. https://t.co/EEUsXrB0U2"
9,"Happy birthday to my grandson Eli and to my wonderful mom Esther, whom I miss every day.

Photo Credit: Shealah Craighead https://t.co/QJ1e0JAxIx"
10,"📻 Looking forward to joining @guypbenson shortly on #FoxNewsRadio. 

I’ll be discussing the latest on Judge Amy Coney Barrett’s confirmation and the latest COVID relief negotiations. https://t.co/g2V0bIk6Mq"
11,".@SenSchumer &amp; @SpeakerPelosi have made it very clear they only care about winning elections, not helping Americans in need.
 
I won't support a bill that uses Florida taxpayer $$ to bail out poorly-managed states &amp; on liberal priorities that have nothing to do with COVID. https://t.co/SehFKQQtP9"
12,"RT @SenateGOP: ✓ Help for schools
 
✓ Another round of PPP
 
✓ Unemployment benefits
 
✓ Protection for pre-existing conditions
 
✓ Testing…"
13,"Americans are hurting and instead of working in good faith to negotiate a realistic deal to help those in need, @SpeakerPelosi is just playing politics. 

She’s preventing a deal to help Americans so she can fund her wishlist of liberal projects unrelated to this pandemic. https://t.co/qefEyCaA9w"
14,"It is time for the international community to recognize Cuba for what it is. 

And it’s time for the American people to stand against elected officials who choose appeasement over sanctions. Appeasement doesn’t work. Read my Op-Ed in the @SunSentinel ⬇️ https://t.co/1I6jdcTbqA"
15,"Another reminder that Communist China and the @WHO hid the early spread of #coronavirus. 

This has led to a devastating pandemic. They can’t be trusted and they must be held accountable. https://t.co/H8UfxVeedp"
16,"RT @RepRutherfordFL: Outstanding! With this new law, we ensure everyone who walks into that facility remembers the life, legacy, and braver…"
17,"RT @SRCC: MCCONNELL: Like clockwork, Democrats are using scare tactics to claim Judge Barrett is out to steal Americans’ healthcare.

This…"
18,"Thankful the DC Federal Court has ruled in favor of the @chbcdc. 

Members of the church can now convene safely together and exercise their religious freedom. https://t.co/cAoCfJebyV"
