,Tweet
0,Terrific news. Feds agree to repay $3.3 million taken from FDNY 9/11 Health Fund. Corrects terrible injustice. Heroes healthcare protected. Tough fight that ended well! https://t.co/TxnSm3LW6H
1,Proud to join thousands of great Americans yesterday in Hauppauge supporting our Police who risk their lives for all the rest of us. Back the Blue! God Bless America!! https://t.co/Qhd4THZSEG
2,Totally support @POTUS Trump decision to nominate Judge Amy Coney Barrett to SCOTUS. Outstanding choice. Brilliant Jurist. Proud to say Judge Coney Barrett is fellow ND Law grad who attended ND same time w my daughter Erin who says Amy Coney was brilliant student &amp; great person.
3,Politicians who say they want communities to trust Police should stop taking cheap shots at cops and tell the non-progressive truth that cops save more lives than anyone. Time for politicians to reform themselves.
4,Wake up call for anti-cop progressives and media allies who want to defund Police. Gallup poll shows 87% of Americans - including 81% of African-Americans - want Police numbers kept at same numbers as before. Thank God for common sense of American people!
5,I commend African-American community leaders who oppose defunding Police and demand the Mayor send NYPD Anti-Crime units back into their communities. Time to end progressive madness and insane political correctness! Too many lives being lost!!
6,Bad form for @MTA to post for big $ jobs while threatening layoffs of workers who have worked courageously through pandemic.
7,Proud to join with @NassauExecutive Curran at Memorial Day ceremony at Eisenhower Park honoring those who made ultimate sacrifice. God Bless America! https://t.co/InLPyuh1e0
8,I support effort by GOP Senators calling for Phase 4 funding. This must include aid to cover pandemic costs and loss of revenues suffered by N.Y. and Long Island. Bankruptcy is not an option.
9,"Time for my fellow GOP Senators and Reps to knock off lies that NY wants fed $ for bailout &amp; pension funds. All we want is compensation for COVID-19. For cops, fire and healthcare workers. Almost 20,000 dead in NYS. Not Blue State issue. Red, White &amp; Blue."
10,"Proud to go on national television to condemn @senatemajldr McConnell’s disgraceful remark that states like NY &amp; NJ should go bankrupt rather than receive federal funds to pay cops, firefighters &amp; healthcare workers risking their lives to fight Coronavirus! Morally Indefensible!! https://t.co/naG05O3kQg"
11,"...cops, firefighters and healthcare workers makes McConnell the Marie Antoinette of the Senate."
12,.@senatemajldr McConnell’s dismissive remark that States devastated by Coronavirus should go bankrupt rather than get the federal assistance they need and deserve is shameful and indefensible. To say that it is “free money” to provide funds for...
13,RT @RepSherrill: As we combat the #COVID19 pandemic we must consider the coming challenge of how we make sure we can get Americans back to…
14,This morning at 8:10 AM @RepSherrill and I will appear on Good Day New York (@fox5ny) to discuss action we are taking regarding the Coronavirus.
15,"Today, I joined @RepSherrill to announce formation of bipartisan COVID-19 Regional Recovery Task Force. This task force will work with leading experts across key fields, put forth bipartisan recommendations and policy proposals for near- and medium-term efforts to get..."
16,Recent declassification of IG report reveals disgraceful abuses of power by FBI in its scandalous investigation of non-existent Russia collusion w Trump campaign. Baseless from start. Almost as shameful is silence by TDS Progressives who continue ignore this threat to democracy.
17,"RT @newsmax: COMING UP on Newsmax TV:

@RepPeteKing comments on NY's Cuomo and de Blasio, where virus stimulus aid is really going, and mor…"
18,The World Health Organization (WHO) has been irresponsible and shameful in covering up for China and allowing the pandemic to spread. Reforms must be made. The Director-General must resign. U.S. aid must be reduced.
19,"Healthcare workers are heroes in struggle against COVID-19. 1,200 on Long Island already infected. They are the frontline warriors!"
20,"Kudos to @Tunnel2Towers for donating 5,000 masks at Nassau County Police Headquarters today. Great work. Terrific generosity. Many thanks! https://t.co/oFEaqebpbv"
21,Essential that China’s criminal negligence and responsibility for the pandemic be investigated and that the United States end dependence on China for pharmaceuticals and medical supplies.
22,Happy Passover to my Jewish friends and constituents as we all suffer through this pandemic.
23,"Despite hopefully hitting a turning point in fight against Coronavirus, we must continue to social distance. My LI &amp; DC office staffs and I continue to work remotely and are available to assist constituents. Please contact (516 or 631) 541-4225. Keep up the fight!"
24,"Sincere thanks to engineers, conductors, and all track, platform and station workers and every transit employee who keep the @LIRR &amp; @NYCTSubway running during pandemic. Really appreciate you!"
25,"Congress must take urgent action to protect painters and other building trades on healthcare, wages, pensions and infrastructure. Urgent!"
26,"House passes pandemic emergency bill. Victory for America. Large number of Congress Members had to be in House Chamber and risk infection to themselves &amp; others because of 1 arrogant Member. If anyone gets infected, blood is on @RepThomasMassie’s hands!"
27,Heading to Washington to vote on pandemic legislation. Because of one Member of Congress refusing to allow emergency action entire Congress must be called back to vote in House. Risk of infection and risk of legislation being delayed. Disgraceful. Irresponsible.
28,Essential that Senate pass Stimulus Bill ASAP. NY &amp; LI being hit so hard by virus. Emergency funding absolutely vital! Must work together &amp; stand united!!
29,I support lockdown policies but if curve levels out vital to ease some restrictions to save economy &amp; restore sense of normalcy. US/NY has lower fatality rate than other countries. @NYGovCuomo talks of “risk stratification”; @POTUS Trump warns of cure not being worse than disease
30,Proud to stand in bipartisan solidarity with @RepJeffries from Brooklyn who is Caucus Chair of Democrat Conference. We are urging both party leaders to fully fund @MTA. @LIRR is essential to transporting healthcare workers and first responders. https://t.co/weLveCUCTU
31,Orders issued today by @NYGovCuomo today are tough but essential to control and crush Coronavirus. Excellent NY leadership. Must have learned it in Queens!!
32,Americans always show strength and basic decency in time of crisis. Are doing it again and will come through Coronavirus stronger than ever! Never give in!! God Bless America!!
33,Kudos to @POTUS Trump and @NYGovCuomo for working together vs. Coronavirus. America at its best. This is what we need to defeat virus and save lives. God Bless America!!
34,Time for millennials on spring break to grow up. Stop swarming beaches and bars and spreading Coronavirus. Forget your selfishness. Show some responsibility like previous generations made America greatest nation on earth.
35,I was proud to vote early this morning for vital bipartisan legislation to fight Coronavirus pandemic. Sincere congrats to @POTUS Trump and @SpeakerPelosi for getting this done. All Americans should stand together. Tough times ahead. We will win. God Bless America!! https://t.co/zE2fshzahE
36,Must give @NYGovCuomo full credit for steady leadership during Coronavirus crisis. Job well done.
37,Very constructive and realistic @POTUS Trump press conference today. Using private sector to vastly increase testing capacity. Still tough challenges ahead but we’re making real progress.
38,"Used St. Patrick’s Day events with @VP Pence, @SpeakerPelosi and Irish Prime Minister @LeoVaradkar to discuss actions needed to stop deadly Coronavirus pandemic. Must be strong, united bipartisan effort. https://t.co/1J0VeMi0fX"
39,Excellent meeting with LI Nurse Practitioners. NP’s are a vital component of the nation’s healthcare infrastructure. Am always proud to advocate for them in Congress. https://t.co/BZKxvkfuxy
40,Proud to stand with @NassauExecutive Laura Curran at annual STARCOM event for first responders. Thanked her for efforts vs. Coronavirus and bipartisan work over the years. https://t.co/LfUoh1LtAt
41,I support @POTUS Trump’s decision to pardon Bernie Kerik. Bernie is a friend who served NYC and America with distinction. Very appropriate action by POTUS.
42,Met w LI advocacy groups supporting research for severe headache disorders. Among advocates: Cathy DiBernardo of West Islip who suffers from severe migraines but has made significant progress. At their request I have cosponsored HR 3414 &amp; agreed to make their proposed revisions. https://t.co/xKxzXgx7CR
43,Proud to meet again with Members of AFGE Local 1988 who work at St. Albans VA. Do great work caring for nation’s Veterans. Will meet them again soon at St. Albans VA. https://t.co/zMwsm9EQSe
44,...fought hard for his release. Egypt continually refused. Sanctions must be imposed on Egypt and govt officials who carried this out or allowed it to happen.
45,"Spoke today at meeting in Senate calling for action against Egypt after death of Mustafa Kassem, Bethpage resident and American citizen, who died after 8 years confinement in an Egyptian prison. Kassem was unjustly accused and @RepTomSuozzi and I, along with @VP Pence... https://t.co/rHEYxK2b3a"
46,Congratulations and best wishes to my good friend @CarolSilvaNews on her retirement from @News12LI. Carol has always been the ultimate professional. Class and Courage. Enjoy many years of health and happiness!
